metrica,dispersion_intraclase_media,separacion_interclase_min,razon_separabilidad_J
euclidean,6.553322381041589,3.6844312259664065,0.5622234054325282
cityblock,17.825774350282664,8.328135748569448,0.46719629593187284
mahalanobis,4.9483134242300055,2.879085218841994,0.5818316205970727
chebyshev,4.065957653860349,2.2714779246832926,0.5586575459109072
cosine,0.4508678698447403,0.3811263272685719,0.8453171156326033
minkowski,5.0664314831869595,2.9612545351768658,0.58448526245817
